,name,type,urls
131,132. Tropikal Luxury Buffet,Argentinean,/Restaurant_Review-g187514-d12686546-Reviews-Tropikal_Luxury_Buffet-Madrid.html
132,133. Shao Asian Grill,Argentinean,/Restaurant_Review-g187514-d13271840-Reviews-Shao_Asian_Grill-Madrid.html
133,134. Ramen Shifu,Argentinean,/Restaurant_Review-g187514-d12123773-Reviews-Ramen_Shifu-Madrid.html
134,135. Igo Ramen plaza luna,Argentinean,/Restaurant_Review-g187514-d16719155-Reviews-Igo_Ramen_plaza_luna-Madrid.html
135,136. Miss Sushi Serrano,Argentinean,/Restaurant_Review-g187514-d7687957-Reviews-Miss_Sushi_Serrano-Madrid.html
136,137. Sakai,Argentinean,/Restaurant_Review-g187514-d18187207-Reviews-Sakai-Madrid.html
137,138. Ginza,Argentinean,/Restaurant_Review-g187514-d991284-Reviews-Ginza-Madrid.html
138,139. Hattori Hanzo,Argentinean,/Restaurant_Review-g187514-d6922754-Reviews-Hattori_Hanzo-Madrid.html
139,140. Sushi Bar Hannah,Argentinean,/Restaurant_Review-g187514-d13112000-Reviews-Sushi_Bar_Hannah-Madrid.html
140,141. The Tuna House,Argentinean,/Restaurant_Review-g187514-d16742678-Reviews-The_Tuna_House-Madrid.html
141,142. Yamate,Argentinean,/Restaurant_Review-g187514-d784874-Reviews-Yamate-Madrid.html
142,143. Miss Sushi Hortaleza,Argentinean,/Restaurant_Review-g187514-d6481631-Reviews-Miss_Sushi_Hortaleza-Madrid.html
143,144. Maitake Restaurante Japones,Argentinean,/Restaurant_Review-g187514-d10374770-Reviews-Maitake_Restaurante_Japones-Madrid.html
144,145. Restaurante Nagoya,Argentinean,/Restaurant_Review-g187514-d990920-Reviews-Restaurante_Nagoya-Madrid.html
145,146. SUMO Cuzco,Argentinean,/Restaurant_Review-g187514-d8462261-Reviews-SUMO_Cuzco-Madrid.html
146,147. Le Club Sushita,Argentinean,/Restaurant_Review-g187514-d19597913-Reviews-Le_Club_Sushita-Madrid.html
147,148. 99 KO Sushi Bar,Argentinean,/Restaurant_Review-g187514-d14002339-Reviews-99_KO_Sushi_Bar-Madrid.html
148,149. Asian Restaurant,Argentinean,/Restaurant_Review-g187514-d19100855-Reviews-Asian_Restaurant-Madrid.html
149,150. Livin'Japan,Argentinean,/Restaurant_Review-g187514-d12501693-Reviews-Livin_Japan-Madrid.html
150,151. Tusushiburrito,Argentinean,/Restaurant_Review-g187514-d23841069-Reviews-Tusushiburrito-Madrid.html
151,152. Ponja Nikkei,Argentinean,/Restaurant_Review-g187514-d23193806-Reviews-Ponja_Nikkei-Madrid.html
152,153. Kanbun,Argentinean,/Restaurant_Review-g187514-d13200253-Reviews-Kanbun-Madrid.html
153,154. Kintaro,Argentinean,/Restaurant_Review-g187514-d1065269-Reviews-Kintaro-Madrid.html
154,155. Pokelolo,Argentinean,/Restaurant_Review-g187514-d17819049-Reviews-Pokelolo-Madrid.html
155,156. Ohe poke raw,Argentinean,/Restaurant_Review-g187514-d15530526-Reviews-Ohe_poke_raw-Madrid.html
156,157. Restaurante Luos,Argentinean,/Restaurant_Review-g187514-d5607474-Reviews-Restaurante_Luos-Madrid.html
157,158. Chino Fulitu,Argentinean,/Restaurant_Review-g187514-d991568-Reviews-Chino_Fulitu-Madrid.html
158,159. Kanbun,Argentinean,/Restaurant_Review-g187514-d17822920-Reviews-Kanbun-Madrid.html
159,160. Xake,Argentinean,/Restaurant_Review-g187514-d3342376-Reviews-Xake-Madrid.html
160,161. Ni Hao Sanchinarro,Argentinean,/Restaurant_Review-g187514-d2101680-Reviews-Ni_Hao_Sanchinarro-Madrid.html
161,162. Shikku Izakaya,Argentinean,/Restaurant_Review-g187514-d3977151-Reviews-Shikku_Izakaya-Madrid.html
162,163. Shintaku,Argentinean,/Restaurant_Review-g187514-d15198802-Reviews-Shintaku-Madrid.html
163,164. Teta & Sopa,Argentinean,/Restaurant_Review-g187514-d19860411-Reviews-Teta_Sopa-Madrid.html
164,165. Nigiri Fuencarral,Argentinean,/Restaurant_Review-g187514-d6894011-Reviews-Nigiri_Fuencarral-Madrid.html
165,166. Nanako,Argentinean,/Restaurant_Review-g187514-d23426835-Reviews-Nanako-Madrid.html
166,167. Curry Go,Argentinean,/Restaurant_Review-g187514-d24872145-Reviews-Curry_Go-Madrid.html
167,168. Redux,Argentinean,/Restaurant_Review-g187514-d12113876-Reviews-Redux-Madrid.html
168,169. SUMO Juan Bravo,Argentinean,/Restaurant_Review-g187514-d17709703-Reviews-SUMO_Juan_Bravo-Madrid.html
169,170. La Embajada Madrid,Argentinean,/Restaurant_Review-g187514-d6780587-Reviews-La_Embajada_Madrid-Madrid.html
170,171. Sky Sushi & Ramen,Argentinean,/Restaurant_Review-g187514-d12690826-Reviews-Sky_Sushi_Ramen-Madrid.html
171,172. UDON La Vaguada,Argentinean,/Restaurant_Review-g187514-d8029247-Reviews-UDON_La_Vaguada-Madrid.html
172,173. El Gusto Es Nuestro,Argentinean,/Restaurant_Review-g187514-d7827387-Reviews-El_Gusto_Es_Nuestro-Madrid.html
